Date 1,Time 1,RSSI,Badge,Date 2,Badge to Badge 1,6,7,8
2020-11-13,00:07:26:,207,15,2020-11-13,00:07:23,[14:230],,
2020-11-13,00:07:27:,206,14,2020-11-13,00:07:22,[15:232],,
2020-11-13,00:07:31:,206,14,2020-11-13,00:07:30,[15:232],,
2020-11-13,00:07:34:,207,15,2020-11-13,00:07:31,[14:230],,
2020-11-13,00:07:38:,206,14,2020-11-13,00:07:38,[15:232],,
2020-11-13,00:07:39:,206,15,2020-11-13,00:07:39,[14:230],[14:230],
2020-11-13,00:07:52:,206,14,2020-11-13,00:07:46,[15:232],,
2020-11-13,00:07:53:,206,15,2020-11-13,00:07:47,,,
2020-11-13,00:07:59:,206,15,2020-11-13,00:07:55,[14:230],,
2020-11-13,00:07:59:,206,14,2020-11-13,00:07:54,[15:232],,
2020-11-13,00:08:05:,206,14,2020-11-13,00:08:02,[15:232],,
2020-11-13,00:08:08:,207,15,2020-11-13,00:08:03,[14:230],,
2020-11-13,00:08:14:,207,15,2020-11-13,00:08:11,[14:230],,
2020-11-13,00:08:18:,206,14,2020-11-13,00:08:18,[15:232],,
2020-11-13,00:08:25:,206,15,2020-11-13,00:08:19,,,
2020-11-13,00:08:28:,206,14,2020-11-13,00:08:26,[15:232],,
2020-11-13,00:08:33:,206,15,2020-11-13,00:08:27,[14:230],,
2020-11-13,00:08:36:,206,14,2020-11-13,00:08:34,,,
2020-11-13,00:08:39:,206,15,2020-11-13,00:08:35,[14:230],,
2020-11-13,00:08:46:,206,15,2020-11-13,00:08:43,[14:230],,
2020-11-13,00:08:48:,206,14,2020-11-13,00:08:42,[15:232],[15:232],
2020-11-13,00:08:51:,206,14,2020-11-13,00:08:50,[15:232],,
2020-11-13,00:08:56:,206,15,2020-11-13,00:08:51,[14:230],,
2020-11-13,00:08:59:,206,14,2020-11-13,00:08:58,[15:232],,
2020-11-13,00:08:59:,206,15,2020-11-13,00:08:59,[14:230],,
2020-11-13,00:09:08:,206,14,2020-11-13,00:09:06,[15:232],,
2020-11-13,00:09:08:,206,15,2020-11-13,00:09:07,[14:230],,
2020-11-13,00:09:13:,206,14,2020-11-13,00:09:14,[15:232],,
2020-11-13,00:09:17:,206,15,2020-11-13,00:09:15,[14:230],[14:230],
2020-11-13,00:09:28:,206,14,2020-11-13,00:09:22,[15:232],,
2020-11-13,00:09:29:,206,14,2020-11-13,00:09:30,,,
2020-11-13,00:09:32:,206,15,2020-11-13,00:09:31,[14:230],[14:230],
2020-11-13,00:09:38:,206,15,2020-11-13,00:09:39,,,
2020-11-13,00:09:38:,206,14,2020-11-13,00:09:38,[15:232],,
2020-11-13,00:09:46:,206,14,2020-11-13,00:09:46,[15:232],,
2020-11-13,00:09:49:,206,15,2020-11-13,00:09:47,[14:230],,
2020-11-13,00:09:56:,206,14,2020-11-13,00:09:54,[15:232],,
2020-11-13,00:09:57:,206,15,2020-11-13,00:09:55,,,
2020-11-13,00:10:02:,206,15,2020-11-13,00:10:03,[14:230],,
2020-11-13,00:10:06:,206,14,2020-11-13,00:10:02,[15:232],,
2020-11-13,00:10:16:,206,15,2020-11-13,00:10:11,[14:230],,
2020-11-13,00:10:20:,206,14,2020-11-13,00:10:18,[15:232],,
2020-11-13,00:10:23:,206,15,2020-11-13,00:10:19,,,
2020-11-13,00:10:31:,206,14,2020-11-13,00:10:26,[15:232],,
2020-11-13,00:10:33:,205,15,2020-11-13,00:10:27,[14:230],,
2020-11-13,00:10:33:,206,14,2020-11-13,00:10:34,[15:232],,
2020-11-13,00:10:37:,206,15,2020-11-13,00:10:35,[14:230],[14:230],
2020-11-13,00:10:46:,207,15,2020-11-13,00:10:43,,,
2020-11-13,00:10:47:,206,14,2020-11-13,00:10:42,[15:232],,
2020-11-13,00:10:50:,206,14,2020-11-13,00:10:50,[15:232],,
2020-11-13,00:10:56:,206,15,2020-11-13,00:10:51,[14:230],[14:230],
2020-11-13,00:11:01:,206,15,2020-11-13,00:10:59,,,
2020-11-13,00:11:03:,206,14,2020-11-13,00:10:58,[15:232],,
2020-11-13,00:11:05:,206,14,2020-11-13,00:11:06,[15:232],,
2020-11-13,00:11:11:,205,15,2020-11-13,00:11:07,[14:230],[14:230],
2020-11-13,00:11:13:,206,14,2020-11-13,00:11:14,[15:232],,
2020-11-13,00:11:18:,206,15,2020-11-13,00:11:15,[14:230],,
2020-11-13,00:11:23:,207,15,2020-11-13,00:11:23,,,
2020-11-13,00:11:25:,206,14,2020-11-13,00:11:22,[15:232],,
2020-11-13,00:11:31:,206,14,2020-11-13,00:11:30,[15:232],,
2020-11-13,00:11:33:,206,15,2020-11-13,00:11:31,[14:230],,
2020-11-13,00:11:39:,206,14,2020-11-13,00:11:38,[15:232],,
2020-11-13,00:11:39:,206,15,2020-11-13,00:11:39,[14:230],,
2020-11-13,00:11:47:,206,14,2020-11-13,00:11:46,[15:232],,
2020-11-13,00:11:50:,206,15,2020-11-13,00:11:47,[14:230],,
2020-11-13,00:11:56:,206,14,2020-11-13,00:11:54,[15:232],,
2020-11-13,00:11:59:,206,15,2020-11-13,00:11:55,[14:230],,
2020-11-13,00:12:02:,207,15,2020-11-13,00:12:03,[14:230],,
2020-11-13,00:12:06:,207,14,2020-11-13,00:12:02,[15:232],,
2020-11-13,00:12:10:,208,15,2020-11-13,00:12:11,[14:230],,
2020-11-13,00:12:11:,207,14,2020-11-13,00:12:10,[15:232],,
2020-11-13,00:12:18:,207,15,2020-11-13,00:12:19,[14:230],,
2020-11-13,00:12:19:,207,14,2020-11-13,00:12:18,[15:232],,
2020-11-13,00:12:29:,206,14,2020-11-13,00:12:26,[15:232],,
2020-11-13,00:12:32:,207,15,2020-11-13,00:12:27,[14:230],,
2020-11-13,00:12:34:,207,14,2020-11-13,00:12:34,[15:232],,
2020-11-13,00:12:40:,206,15,2020-11-13,00:12:35,[14:230],,
2020-11-13,00:12:45:,207,15,2020-11-13,00:12:43,[14:230],,
2020-11-13,00:12:46:,207,14,2020-11-13,00:12:42,[15:232],,
2020-11-13,00:12:54:,206,15,2020-11-13,00:12:51,[14:230],,
2020-11-13,00:12:55:,206,14,2020-11-13,00:12:50,[15:232],,
2020-11-13,00:13:00:,206,14,2020-11-13,00:12:58,[15:232],,
2020-11-13,00:13:03:,207,15,2020-11-13,00:12:59,[14:230],,
2020-11-13,00:13:10:,206,14,2020-11-13,00:13:06,[15:232],,
2020-11-13,00:13:10:,206,15,2020-11-13,00:13:07,[14:230],,
2020-11-13,00:13:14:,207,15,2020-11-13,00:13:15,[14:230],,
2020-11-13,00:13:19:,206,14,2020-11-13,00:13:14,[15:232],,
2020-11-13,00:13:23:,206,14,2020-11-13,00:13:22,[15:232],,
2020-11-13,00:13:28:,207,15,2020-11-13,00:13:23,[14:230],,
2020-11-13,00:13:30:,206,14,2020-11-13,00:13:30,[15:232],,
2020-11-13,00:13:31:,207,15,2020-11-13,00:13:31,[14:230],,
2020-11-13,00:13:39:,206,14,2020-11-13,00:13:38,[15:232],,
2020-11-13,00:13:42:,207,15,2020-11-13,00:13:39,[14:230],,
2020-11-13,00:13:46:,206,14,2020-11-13,00:13:46,[15:232],,
2020-11-13,00:13:50:,206,15,2020-11-13,00:13:47,[14:230],,
2020-11-13,00:13:56:,206,15,2020-11-13,00:13:55,[14:230],,
2020-11-13,00:14:00:,206,14,2020-11-13,00:13:54,[15:232],,
2020-11-13,00:14:02:,206,15,2020-11-13,00:14:03,[14:230],,
2020-11-13,00:14:11:,206,14,2020-11-13,00:14:10,[15:232],,
2020-11-13,00:14:14:,206,15,2020-11-13,00:14:11,,,
2020-11-13,00:14:21:,206,15,2020-11-13,00:14:19,[14:230],,
2020-11-13,00:14:23:,206,14,2020-11-13,00:14:18,[15:232],,
2020-11-13,00:14:28:,207,15,2020-11-13,00:14:27,[14:230],,
2020-11-13,00:14:32:,206,14,2020-11-13,00:14:26,[15:232],,
2020-11-13,00:14:36:,208,14,2020-11-13,00:14:34,[15:232],,
2020-11-13,00:14:37:,207,15,2020-11-13,00:14:35,[14:230],,
2020-11-13,00:14:44:,206,15,2020-11-13,00:14:43,[14:230],,
2020-11-13,00:14:47:,206,14,2020-11-13,00:14:42,[15:232],,
2020-11-13,00:14:50:,206,15,2020-11-13,00:14:51,[14:230],,
2020-11-13,00:14:54:,206,14,2020-11-13,00:14:50,[15:232],,
2020-11-13,00:14:58:,207,15,2020-11-13,00:14:59,[14:230],,
2020-11-13,00:15:03:,206,14,2020-11-13,00:14:58,[15:232],,
2020-11-13,00:15:09:,206,14,2020-11-13,00:15:06,[15:232],,
2020-11-13,00:15:10:,207,15,2020-11-13,00:15:07,[14:230],,
2020-11-13,00:15:18:,206,14,2020-11-13,00:15:14,[15:232],,
2020-11-13,00:15:21:,207,15,2020-11-13,00:15:15,[14:230],,
2020-11-13,00:15:25:,206,14,2020-11-13,00:15:22,,,
2020-11-13,00:15:25:,207,15,2020-11-13,00:15:23,[14:230],,
2020-11-13,00:15:30:,207,15,2020-11-13,00:15:31,[14:230],,
2020-11-13,00:15:35:,206,14,2020-11-13,00:15:30,[15:232],[15:232],
2020-11-13,00:15:40:,206,14,2020-11-13,00:15:38,[15:232],,
2020-11-13,00:15:44:,206,15,2020-11-13,00:15:39,[14:230],,
2020-11-13,00:15:51:,204,14,2020-11-13,00:15:46,[15:232],,
2020-11-13,00:15:51:,206,15,2020-11-13,00:15:47,[14:230],,
2020-11-13,00:15:58:,206,14,2020-11-13,00:15:54,[15:232],,
2020-11-13,00:15:59:,206,15,2020-11-13,00:15:55,[14:230],,
2020-11-13,00:16:02:,206,15,2020-11-13,00:16:03,[14:230],,
2020-11-13,00:16:05:,206,14,2020-11-13,00:16:02,[15:232],,
2020-11-13,00:16:16:,206,14,2020-11-13,00:16:10,[15:232],,
2020-11-13,00:16:17:,206,15,2020-11-13,00:16:11,[14:230],,
2020-11-13,00:16:18:,206,14,2020-11-13,00:16:18,[15:232],,
2020-11-13,00:16:25:,206,15,2020-11-13,00:16:19,[14:230],,
2020-11-13,00:16:26:,206,14,2020-11-13,00:16:26,,,
2020-11-13,00:16:28:,206,15,2020-11-13,00:16:27,[14:230],,
2020-11-13,00:16:36:,205,15,2020-11-13,00:16:35,[14:230],,
2020-11-13,00:16:39:,206,14,2020-11-13,00:16:34,[15:232],[15:232],
2020-11-13,00:16:42:,206,15,2020-11-13,00:16:43,[14:230],,
2020-11-13,00:16:47:,206,14,2020-11-13,00:16:42,[15:232],,
2020-11-13,00:16:50:,206,14,2020-11-13,00:16:50,[15:232],,
2020-11-13,00:16:56:,206,15,2020-11-13,00:16:51,[14:230],[14:230],
2020-11-13,00:17:01:,206,14,2020-11-13,00:16:58,[15:232],,
2020-11-13,00:17:05:,207,15,2020-11-13,00:16:59,,,
2020-11-13,00:17:07:,206,15,2020-11-13,00:17:07,[14:230],,
2020-11-13,00:17:08:,207,14,2020-11-13,00:17:06,[15:232],,
2020-11-13,00:17:14:,206,15,2020-11-13,00:17:15,[14:230],,
2020-11-13,00:17:16:,207,14,2020-11-13,00:17:14,[15:232],,
2020-11-13,00:17:26:,207,15,2020-11-13,00:17:23,[14:230],,
2020-11-13,00:17:27:,207,14,2020-11-13,00:17:22,[15:232],,
2020-11-13,00:17:32:,207,15,2020-11-13,00:17:31,[14:230],,
2020-11-13,00:17:32:,207,14,2020-11-13,00:17:30,[15:232],,
2020-11-13,00:17:42:,206,14,2020-11-13,00:17:38,[15:232],,
2020-11-13,00:17:43:,206,15,2020-11-13,00:17:39,[14:230],,
2020-11-13,00:17:48:,206,14,2020-11-13,00:17:46,[15:232],,
2020-11-13,00:17:56:,206,14,2020-11-13,00:17:54,,,
2020-11-13,00:17:59:,206,15,2020-11-13,00:17:55,[14:230],,
2020-11-13,00:18:05:,206,14,2020-11-13,00:18:02,[15:232],,
2020-11-13,00:18:06:,206,15,2020-11-13,00:18:03,[14:230],,
2020-11-13,00:18:10:,206,15,2020-11-13,00:18:11,[14:230],,
2020-11-13,00:18:16:,207,14,2020-11-13,00:18:10,[15:232],,
2020-11-13,00:18:21:,206,15,2020-11-13,00:18:19,[14:230],,
2020-11-13,00:18:21:,206,14,2020-11-13,00:18:18,[15:232],,
2020-11-13,00:18:26:,206,15,2020-11-13,00:18:27,[14:230],,
2020-11-13,00:18:27:,206,14,2020-11-13,00:18:26,[15:232],,
2020-11-13,00:18:39:,206,15,2020-11-13,00:18:35,[14:230],,
2020-11-13,00:18:40:,206,14,2020-11-13,00:18:34,[15:232],,
2020-11-13,00:18:46:,206,14,2020-11-13,00:18:42,[15:232],,
2020-11-13,00:18:50:,206,14,2020-11-13,00:18:50,,,
2020-11-13,00:18:55:,206,15,2020-11-13,00:18:51,[14:230],,
2020-11-13,00:18:58:,206,14,2020-11-13,00:18:58,[15:232],,
2020-11-13,00:19:00:,206,15,2020-11-13,00:18:59,[14:230],[14:230],
2020-11-13,00:19:13:,206,14,2020-11-13,00:19:06,[15:232],,
2020-11-13,00:19:17:,206,14,2020-11-13,00:19:14,[15:232],,
2020-11-13,00:19:20:,206,15,2020-11-13,00:19:15,[14:230],,
2020-11-13,00:19:24:,206,14,2020-11-13,00:19:22,[15:232],,
2020-11-13,00:19:24:,206,15,2020-11-13,00:19:23,[14:230],,
2020-11-13,00:19:31:,206,14,2020-11-13,00:19:30,[15:232],,
2020-11-13,00:19:31:,206,15,2020-11-13,00:19:31,[14:230],,
2020-11-13,00:19:38:,206,14,2020-11-13,00:19:38,[15:232],,
2020-11-13,00:19:42:,206,15,2020-11-13,00:19:39,[14:230],[14:230],
2020-11-13,00:19:46:,206,15,2020-11-13,00:19:47,,,
2020-11-13,00:19:49:,206,14,2020-11-13,00:19:46,[15:232],,
2020-11-13,00:19:57:,207,14,2020-11-13,00:19:54,[15:232],,
2020-11-13,00:20:00:,206,15,2020-11-13,00:19:55,[14:230],,
2020-11-13,00:20:04:,206,15,2020-11-13,00:20:03,[14:230],,
2020-11-13,00:20:08:,206,14,2020-11-13,00:20:02,[15:232],,
2020-11-13,00:20:11:,206,15,2020-11-13,00:20:11,[14:230],,
2020-11-13,00:20:13:,206,14,2020-11-13,00:20:10,[15:232],,
2020-11-13,00:20:21:,206,15,2020-11-13,00:20:19,[14:230],,
2020-11-13,00:20:24:,206,14,2020-11-13,00:20:18,[15:232],,
2020-11-13,00:20:28:,207,14,2020-11-13,00:20:26,[15:232],,
2020-11-13,00:20:30:,207,15,2020-11-13,00:20:27,[14:230],,
2020-11-13,00:20:34:,207,15,2020-11-13,00:20:35,[14:230],,
2020-11-13,00:20:39:,206,14,2020-11-13,00:20:34,[15:232],,
2020-11-13,00:20:46:,206,15,2020-11-13,00:20:43,[14:230],,
2020-11-13,00:20:48:,207,14,2020-11-13,00:20:42,[15:232],,
2020-11-13,00:20:51:,207,15,2020-11-13,00:20:51,[14:230],,
2020-11-13,00:20:52:,206,14,2020-11-13,00:20:50,[15:232],,
2020-11-13,00:20:58:,206,14,2020-11-13,00:20:58,[15:232],,
2020-11-13,00:21:03:,207,15,2020-11-13,00:20:59,[14:230],,
2020-11-13,00:21:08:,207,15,2020-11-13,00:21:07,[14:230],,
2020-11-13,00:21:09:,206,14,2020-11-13,00:21:06,[15:232],,
2020-11-13,00:21:16:,207,14,2020-11-13,00:21:14,[15:232],,
2020-11-13,00:21:18:,206,15,2020-11-13,00:21:15,[14:230],,
2020-11-13,00:21:22:,206,14,2020-11-13,00:21:22,[15:232],,
2020-11-13,00:21:24:,207,15,2020-11-13,00:21:23,[14:230],,
2020-11-13,00:21:34:,206,14,2020-11-13,00:21:30,[15:232],,
2020-11-13,00:21:37:,207,15,2020-11-13,00:21:31,[14:230],,
2020-11-13,00:21:41:,207,15,2020-11-13,00:21:39,[14:230],,
2020-11-13,00:21:43:,206,14,2020-11-13,00:21:38,[15:232],,
2020-11-13,00:21:50:,207,15,2020-11-13,00:21:47,[14:230],,
2020-11-13,00:21:51:,206,14,2020-11-13,00:21:46,[15:232],,
2020-11-13,00:21:55:,207,15,2020-11-13,00:21:55,[14:230],,
2020-11-13,00:21:56:,206,14,2020-11-13,00:21:54,[15:232],,
2020-11-13,00:22:02:,206,14,2020-11-13,00:22:02,[15:232],,
2020-11-13,00:22:06:,206,15,2020-11-13,00:22:03,[14:230],,
2020-11-13,00:22:11:,206,14,2020-11-13,00:22:10,[15:232],,
2020-11-13,00:22:12:,206,15,2020-11-13,00:22:11,[14:230],,
2020-11-13,00:22:18:,206,14,2020-11-13,00:22:18,[15:232],,
2020-11-13,00:22:20:,206,15,2020-11-13,00:22:19,[14:230],[14:230],
2020-11-13,00:22:26:,206,14,2020-11-13,00:22:26,[15:232],,
2020-11-13,00:22:29:,206,15,2020-11-13,00:22:27,,,
2020-11-13,00:22:39:,206,14,2020-11-13,00:22:34,[15:232],,
2020-11-13,00:22:41:,207,15,2020-11-13,00:22:35,[14:230],,
2020-11-13,00:22:43:,207,15,2020-11-13,00:22:43,[14:230],,
2020-11-13,00:22:44:,206,14,2020-11-13,00:22:42,,,
2020-11-13,00:22:51:,207,15,2020-11-13,00:22:51,[14:230],,
2020-11-13,00:22:52:,206,14,2020-11-13,00:22:50,[15:232],[15:232],
2020-11-13,00:23:01:,207,15,2020-11-13,00:22:59,[14:230],,
2020-11-13,00:23:01:,206,14,2020-11-13,00:22:58,[15:232],,
2020-11-13,00:23:05:,206,14,2020-11-13,00:23:06,[15:232],,
2020-11-13,00:23:07:,206,15,2020-11-13,00:23:07,[14:230],[14:230],
2020-11-13,00:23:16:,207,15,2020-11-13,00:23:15,,,
2020-11-13,00:23:20:,207,14,2020-11-13,00:23:14,[15:232],,
2020-11-13,00:23:27:,206,14,2020-11-13,00:23:22,[15:232],,
2020-11-13,00:23:29:,206,15,2020-11-13,00:23:23,[14:230],,
2020-11-13,00:23:32:,207,15,2020-11-13,00:23:31,[14:230],,
2020-11-13,00:23:35:,206,14,2020-11-13,00:23:30,[15:232],,
2020-11-13,00:23:38:,207,14,2020-11-13,00:23:38,[15:232],,
2020-11-13,00:23:38:,206,15,2020-11-13,00:23:39,[14:230],,
2020-11-13,00:23:48:,206,14,2020-11-13,00:23:46,[15:232],,
2020-11-13,00:23:53:,206,15,2020-11-13,00:23:47,[14:230],,
2020-11-13,00:23:56:,206,15,2020-11-13,00:23:55,[14:230],,
2020-11-13,00:23:59:,206,14,2020-11-13,00:23:54,[15:232],,
2020-11-13,00:24:06:,206,14,2020-11-13,00:24:02,[15:232],,
2020-11-13,00:24:08:,207,15,2020-11-13,00:24:03,[14:230],,
2020-11-13,00:24:11:,207,14,2020-11-13,00:24:10,[15:232],,
2020-11-13,00:24:13:,207,15,2020-11-13,00:24:11,[14:230],,
2020-11-13,00:24:18:,207,14,2020-11-13,00:24:18,[15:232],,
2020-11-13,00:24:23:,206,15,2020-11-13,00:24:19,[14:230],,
2020-11-13,00:24:32:,207,14,2020-11-13,00:24:26,[15:232],,
2020-11-13,00:24:33:,206,15,2020-11-13,00:24:27,[14:230],,
2020-11-13,00:24:36:,206,15,2020-11-13,00:24:35,[14:230],,
2020-11-13,00:24:37:,207,14,2020-11-13,00:24:34,[15:232],,
2020-11-13,00:24:43:,206,14,2020-11-13,00:24:42,[15:232],,
2020-11-13,00:24:49:,207,15,2020-11-13,00:24:43,[14:230],,
2020-11-13,00:24:53:,207,14,2020-11-13,00:24:50,[15:232],,
2020-11-13,00:24:53:,206,15,2020-11-13,00:24:51,[14:230],,
2020-11-13,00:25:03:,206,14,2020-11-13,00:24:58,,,
2020-11-13,00:25:05:,206,15,2020-11-13,00:24:59,[14:230],,
2020-11-13,00:25:11:,206,14,2020-11-13,00:25:06,,,
2020-11-13,00:25:11:,206,15,2020-11-13,00:25:07,[14:230],,
2020-11-13,00:25:18:,206,14,2020-11-13,00:25:14,[15:232],[15:232],
2020-11-13,00:25:20:,207,15,2020-11-13,00:25:15,[14:230],,
2020-11-13,00:25:24:,206,15,2020-11-13,00:25:23,[14:230],,
2020-11-13,00:25:24:,206,14,2020-11-13,00:25:22,[15:232],,
2020-11-13,00:25:30:,206,14,2020-11-13,00:25:30,[15:232],,
2020-11-13,00:25:30:,207,15,2020-11-13,00:25:31,[14:230],,
2020-11-13,00:25:43:,206,14,2020-11-13,00:25:38,[15:232],,
2020-11-13,00:25:44:,207,15,2020-11-13,00:25:39,[14:230],,
2020-11-13,00:25:46:,207,15,2020-11-13,00:25:47,[14:230],,
2020-11-13,00:25:48:,206,14,2020-11-13,00:25:46,[15:232],,
2020-11-13,00:25:55:,207,15,2020-11-13,00:25:55,[14:230],,
2020-11-13,00:25:56:,206,14,2020-11-13,00:25:54,[15:232],,
2020-11-13,00:26:04:,206,14,2020-11-13,00:26:02,[15:232],,
2020-11-13,00:26:08:,207,15,2020-11-13,00:26:03,[14:230],,
2020-11-13,00:26:12:,206,15,2020-11-13,00:26:11,[14:230],,
2020-11-13,00:26:15:,206,14,2020-11-13,00:26:10,[15:232],,
2020-11-13,00:26:21:,206,14,2020-11-13,00:26:18,[15:232],,
2020-11-13,00:26:22:,206,15,2020-11-13,00:26:19,[14:230],,
2020-11-13,00:26:27:,206,15,2020-11-13,00:26:27,[14:230],,
2020-11-13,00:26:34:,206,14,2020-11-13,00:26:34,[15:232],,
2020-11-13,00:26:34:,208,15,2020-11-13,00:26:35,[14:230],,
2020-11-13,00:26:42:,206,14,2020-11-13,00:26:42,[15:232],,
2020-11-13,00:26:49:,206,15,2020-11-13,00:26:43,,,
2020-11-13,00:26:54:,206,14,2020-11-13,00:26:50,[15:232],,
2020-11-13,00:26:56:,206,15,2020-11-13,00:26:51,[14:230],,
2020-11-13,00:26:58:,206,14,2020-11-13,00:26:58,[15:232],,
2020-11-13,00:27:00:,206,15,2020-11-13,00:26:59,[14:230],,
2020-11-13,00:27:06:,206,14,2020-11-13,00:27:06,[15:232],,
2020-11-13,00:27:09:,207,15,2020-11-13,00:27:07,[14:230],[14:230],
2020-11-13,00:27:20:,207,15,2020-11-13,00:27:15,,,
2020-11-13,00:27:21:,206,14,2020-11-13,00:27:14,[15:232],,
2020-11-13,00:27:28:,206,15,2020-11-13,00:27:23,[14:230],,
2020-11-13,00:27:32:,207,14,2020-11-13,00:27:30,[15:232],,
2020-11-13,00:27:36:,207,15,2020-11-13,00:27:31,,,
2020-11-13,00:27:39:,207,15,2020-11-13,00:27:39,[14:230],,
2020-11-13,00:27:41:,207,14,2020-11-13,00:27:38,[15:232],,
2020-11-13,00:27:46:,207,14,2020-11-13,00:27:46,[15:232],,
2020-11-13,00:27:52:,206,15,2020-11-13,00:27:47,[14:230],,
2020-11-13,00:28:00:,207,14,2020-11-13,00:27:54,[15:232],,
2020-11-13,00:28:02:,206,14,2020-11-13,00:28:02,,,
2020-11-13,00:28:07:,207,15,2020-11-13,00:28:03,[14:230],,
2020-11-13,00:28:11:,206,15,2020-11-13,00:28:11,[14:230],,
2020-11-13,00:28:14:,206,14,2020-11-13,00:28:10,[15:232],,
2020-11-13,00:28:18:,206,15,2020-11-13,00:28:19,[14:230],,
2020-11-13,00:28:24:,206,14,2020-11-13,00:28:18,[15:232],,
2020-11-13,00:28:28:,206,14,2020-11-13,00:28:26,[15:232],,
2020-11-13,00:28:30:,207,15,2020-11-13,00:28:27,[14:230],,
2020-11-13,00:28:36:,206,14,2020-11-13,00:28:34,[15:232],,
2020-11-13,00:28:40:,206,15,2020-11-13,00:28:35,[14:230],,
2020-11-13,00:28:46:,206,14,2020-11-13,00:28:42,[15:232],,
2020-11-13,00:28:46:,206,15,2020-11-13,00:28:43,[14:230],,
2020-11-13,00:28:51:,206,14,2020-11-13,00:28:50,[15:232],,
2020-11-13,00:28:53:,207,15,2020-11-13,00:28:51,[14:230],,
2020-11-13,00:28:58:,206,15,2020-11-13,00:28:59,[14:230],,
2020-11-13,00:29:04:,206,14,2020-11-13,00:28:58,[15:232],,
2020-11-13,00:29:06:,206,14,2020-11-13,00:29:06,[15:232],,
2020-11-13,00:29:12:,206,15,2020-11-13,00:29:07,[14:230],,
2020-11-13,00:29:14:,206,14,2020-11-13,00:29:14,[15:232],,
2020-11-13,00:29:19:,206,15,2020-11-13,00:29:15,[14:230],,
2020-11-13,00:29:24:,206,15,2020-11-13,00:29:23,[14:230],,
2020-11-13,00:29:27:,206,14,2020-11-13,00:29:22,[15:232],,
2020-11-13,00:29:31:,206,15,2020-11-13,00:29:31,[14:230],,
2020-11-13,00:29:31:,206,14,2020-11-13,00:29:30,[15:232],,
2020-11-13,00:29:37:,206,14,2020-11-13,00:29:38,[15:232],,
2020-11-13,00:29:42:,206,15,2020-11-13,00:29:39,[14:230],[14:230],
2020-11-13,00:29:47:,206,14,2020-11-13,00:29:46,[15:232],,
2020-11-13,00:29:50:,207,15,2020-11-13,00:29:47,,,
2020-11-13,00:29:57:,206,15,2020-11-13,00:29:55,[14:230],,
2020-11-13,00:29:58:,206,14,2020-11-13,00:29:54,[15:232],,
2020-11-13,00:30:08:,207,15,2020-11-13,00:30:03,[14:230],,
2020-11-13,00:30:08:,206,14,2020-11-13,00:30:02,[15:232],,
2020-11-13,00:30:12:,207,15,2020-11-13,00:30:11,[14:230],,
2020-11-13,00:30:14:,206,14,2020-11-13,00:30:10,[15:232],,
2020-11-13,00:30:18:,206,14,2020-11-13,00:30:18,[15:232],,
2020-11-13,00:30:23:,206,15,2020-11-13,00:30:19,[14:230],,
2020-11-13,00:30:26:,206,15,2020-11-13,00:30:27,[14:230],,
2020-11-13,00:30:28:,206,14,2020-11-13,00:30:26,[15:232],,
2020-11-13,00:30:36:,206,14,2020-11-13,00:30:34,[15:232],,
2020-11-13,00:30:39:,206,15,2020-11-13,00:30:35,[14:230],,
2020-11-13,00:30:42:,207,15,2020-11-13,00:30:43,[14:230],,
2020-11-13,00:30:47:,206,14,2020-11-13,00:30:42,[15:232],,
2020-11-13,00:30:55:,206,14,2020-11-13,00:30:50,[15:232],,
2020-11-13,00:30:56:,207,15,2020-11-13,00:30:51,[14:230],,
2020-11-13,00:30:58:,206,14,2020-11-13,00:30:58,[15:232],,
2020-11-13,00:30:59:,207,15,2020-11-13,00:30:59,[14:230],,
2020-11-13,00:31:09:,206,14,2020-11-13,00:31:06,[15:232],,
2020-11-13,00:31:10:,205,15,2020-11-13,00:31:07,[14:230],,
2020-11-13,00:31:15:,206,14,2020-11-13,00:31:14,[15:232],,
2020-11-13,00:31:21:,206,14,2020-11-13,00:31:22,,,
2020-11-13,00:31:26:,206,15,2020-11-13,00:31:23,[14:230],[14:230],
2020-11-13,00:31:30:,207,15,2020-11-13,00:31:31,,,
2020-11-13,00:31:32:,206,14,2020-11-13,00:31:30,[15:232],,
2020-11-13,00:31:38:,206,15,2020-11-13,00:31:39,[14:230],,
2020-11-13,00:31:40:,206,14,2020-11-13,00:31:38,[15:232],,
2020-11-13,00:31:50:,206,14,2020-11-13,00:31:46,[15:232],,
2020-11-13,00:31:52:,206,15,2020-11-13,00:31:47,[14:230],,
2020-11-13,00:31:54:,206,14,2020-11-13,00:31:54,[15:232],,
2020-11-13,00:32:01:,206,15,2020-11-13,00:31:55,[14:230],,
2020-11-13,00:32:03:,206,14,2020-11-13,00:32:02,[15:232],,
2020-11-13,00:32:05:,207,15,2020-11-13,00:32:03,[14:230],,
2020-11-13,00:32:12:,207,15,2020-11-13,00:32:11,[14:230],,
2020-11-13,00:32:13:,206,14,2020-11-13,00:32:10,[15:232],,
2020-11-13,00:32:18:,206,15,2020-11-13,00:32:19,[14:230],,
2020-11-13,00:32:20:,206,14,2020-11-13,00:32:18,[15:232],,
2020-11-13,00:32:26:,206,14,2020-11-13,00:32:26,[15:232],,
2020-11-13,00:32:27:,206,15,2020-11-13,00:32:27,[14:230],,
2020-11-13,00:32:36:,206,14,2020-11-13,00:32:34,[15:232],,
